full_text,sentiment
" @SeptimoDiaTV @CaracolTV #vacaciones a mi Esposa y a mi nos pasó exactamente igual con la empresa NEWTRIP nos abordaron en el centro comercial premium plaza de Medellín, deberían indagarles también, aún estamos pagando la deuda que nos hicieron adquirir",0
" Investiguen a Pasión Colombia otra empresa que estafa acá en Medellín, abusan de las personas diciendo que son mayoristas y a la hora de cotizar los viajes son más costosos que comprarlos con otra agencia de viajes y nunca responden por los millones del plan que se compra",0
Delicada situación la que vive la otrora mejor empresa de servicios del país @EPMestamosahi @QuinteroCalle el más pésimo alcalde en la historia de Medellín la maneja tal como tienda de barrio... Burócracia..Corrupción. Cargos sin experiencia.. Pobre Ciudad.,0
@QuinteroCalle Asi como tenes a medellin de sucia y fea asi esta la empresa afinia q diriges en la costa jalada por grua @QuinteroCalle @AlcaldiadeMed @EPMestamosahi @AfiniaGrupoEPM,0
" No da ni rabia. Que triste e indignante que en Medellín, la empresa dueña de los buses alimentadores que prestan servicios al Metro, sancionen con cinco días de suspensión al conductor que no registre la tarjeta cívica, osea el pasaje a las personas que viajan en silla de ruedas.",0
" @QuinteroCalle ¿Por qué dejó en visto a los bomberos de Medellín? ¿Acaso son una empresa del GEA? ¿No le sirven a su ciudad? ¿Le cuesta mucho escuchar las necesidades de los funcionarios? ¿Ellos no le hicieron campaña a usted? Definitivamente, cada día mas peor.",0
" Un candidato que escondió apoyos de la peor politiquería local, no es raro que tuviera una financiación turbia. Cada vez más tóxico @QuinteroCalle para #Medellín.",0
Grave denuncia contra la nefasta administración en Medellín. ¿Dónde están los organismos de control?,0
" @JoseCuelloB Tantas empresas que desde niño escuche con alegría y me encantan Postobon Argos Zenu CiaNaldeChocolates Colombina Italo Imusa Pintuco BIC Fabricato Coltejer Everfit Tejecondor y tantas más, Medellín parecía una gran empresa con casitas alrededor, eran tiempos de prosperidad.",0
" La tarea de hoy para el Alcalde de Medellín @QuinteroCalle es: Daniel, repite conmigo por favor: ""El Estado no es una empresa familiar, las instituciones del Estado son de todos los colombianos y es mejor que trabajen en ellas los mejores profesionales, no mis familiares"" 👏👏",0
Ya tienen el vídeo de las agresiones? Y falso el interés con la empresa de Medellín?,0
" Olga Lucía Arango, presidente de @SinproColombia manifestó que “es paradójico querer vender la empresa de telecomunicaciones de la ciudadanía cuando se quiere convertir a Medellín en el valle del software”. vía @publicocol",0
" @Servientregams que triste ver como una empresa tan reconocida en el país juegue con el tiempo de sus clientes, desde el sábado 11 de septiembre coloque una encomienda Medellín-Barranquilla y al día de hoy 20 de septiembre no ha llegado, por David señores @Ministerio_TIC",0
" @GustavoBolivar Estamos hablando de la misma Medellin bien administrada durante décadas?, de EPM la empresa pública ejemplo por años?, de la misma ciudad amada unánimemente por sus ciudadanos?. No creo. Uds sólo quieren extender ese discurso destructivo y polarizante. No los queremos en Medellin",0
" @JMarinPaz Para @AlvaroUribeVel, el @COL_EJERCITO y los paramiltares que apoyaron la operación Orión, los niños y jóvenes de la Comuna 13 de Medellín eran máquinas de matar.",0
" Ya se venía venir comunas en Medellín al rojo vivo ,trapos rojos claman hambre . Pedimos hacer llegar mercados por medio de los estratos de servicios públicos ,gobierno,bancos y empresa privada tacaños ,el pueblo muere de hambre será peor que el virus .",0
La empresa temporal saitemp en medellin despidió 70 empleados y lo peor es que eran de un supermercado merkepaisa que no ha cerrado al público #NoDespido,0
@sanvalgo @SenadoGovCo Comprados a empresa de Medellín que se ofreció a fabricar respiradores? O importado a precio exhorbitante?,0
" Sr @QuinteroCalle Alcalde de Medellín. Le sugiero q si va a comprar mercados para donar, no los compre a una sola empresa, comprelos en varias partes. De esta manera ayuda también a los comerciantes",0
" @marcelocataldo Por favor, haga algo con esa empresa Tigo que usted dizque gerencia, hace TRES MESES tiene sin servicio de telefonía fija al menos a un sector de Medellín, y no dan razón de qué pasa ni de para cuándo lo reparan. CC a: @AlcaldiadeMed @sicsuper @MinTIC_responde",0
✅Hay 14 sectores de la ciudad que no tienen agua. En una ciudad que se enorgullece de tener la empresa de servicios públicos más importante del país. La meta tiene que ser cero personas desconectadas del servicio público de agua en Medellín.,0
" Sobre las denuncias de acoso y abuso por parte de tatuadores de Medellín, no me vale la excusa de ""nada tiene que ver con su trabajo"". 5 años quise tatuarme con quien yo creía el mejor tatuador de la ciudad, hasta que dos mujeres lo denunciaron. Unfollow y si te vi no me acuerdo.",0
" @un_pirobo @QuinteroCalle Con seguridad era un comentario ofensivo contra la ciudad, eso no lo apoyamos. A nosotros nos preocupa que esta ciudad volvió a la normalidad y su alcalde está diciendo que todo va muy bien. Nada más distante: ni que queremos ofender a Medellín, ni todo está tan bien.",0
Nueva MASACRE en Colombia. Nos venden miedo para ofrecernos falsa seguridad en las próximas elecciones. Retrocedimos veinte años. vía @eltiempo,0
Ojalá no tengamos que lamentar otra masacre en Medellín. Ya están cerca. Mientras tanto «las fuerzas del orden» siguen violentando jóvenes y comunidades.,0
La empresa mexicana Casa Toreros le aguó la fiesta a los antitaurinos que celebraban la no realización de temporada taurina 2019 en Medellín. En febrero habrá tres días de barbarie en La Macarena. La editorial de hoy de @elcolombiano habla sobre esto.,0
Exconcejal de Medellín dice que EPM vende ilusiones. ¿No era la empresa más solida?,0
No ha medido el costo reputacional la empresa D Groupe con su decisión de que los toros vuelvan a Medellín. Bueno averiguar como fue que terminaron de dueños después de que la Alcaldía les puso el techo.,0
Anuncian boicot por el regreso de las corridas de toros a Medellín - El Colombiano ⁦@FicoGutierrez⁩ la administración tratando de eliminar la violencia de los espacios de ciudad y llega una empresa extranjera y hace esto? Y entonces........,0
¿Sabían qué hay una empresa de tours que hacen recorridos por las comunas de Medellín? Me recuerda a Nicky Vainilla y eso de hacer colorida la pobreza. Hijueputas.,0
Bus de la empresa Rapido Ochoa fue incinerado en la vía Quibdó- Medellín.,0
" Antier coltabaco cerró sus plantas de producción en Medellín y Barranquilla. Una empresa de un siglo de existencia. Sigan eligiendo gobiernos populistas que a cambio de nuestro voto nos dan más impuestos, más contrabando, y más importaciones. Duque es el que es, decían ¿Y ahora?",0
" Con el cierre de la planta de Coltabaco en Medellín, se estima que cerca de 900 trabajadores de esta empresa se quedarán sin empleo. Los detalles en #NoticiasDeLaHora",0
" a los que piensan votar por DANIEL QUINTERO en medellin , dato; va por la mejor empresa que tiene colombia",0
" Lo de Santos, más que una presidencia, fue la empresa criminal más grande y que más daño le ha hecho a este país después de los carteles de Medellín y Cali",0
" Medellín merece una sola empresa de transporte. Que sea sería, que pare solo en lugares autorizados, que los pasajeros hagan transbordo, etc. No el desorden de subgrupos actuales: micromafias. @sttmed @FicoGutierrez @elcolombiano @LaOrejaRoja @fdbedout @metrodemedellin @",0
" Querido Bogotano, cuando dices q Hidroituango lo pagas tú, me siento obligada a recordarte que es una empresa solo del municipio de Medellín y el proyecto es de EPM y gobernación. No no es tu plata. Es de los paisas que tienen una empresa increíble que genera más de 15,85 bill.",0
Epm es una empresa hijo de puta corrupta se puede quedar Medellín y Antioquia con ella pero devtro de nuestro territorio jamás corrupta,0
@Lobo_Pampino @seitzway @CarolaZelada @colmedantofa Solo el detalle que Luksic fue dueño de la sanitaria y no hizo ninguna inversión para mejorar su servicio (por ejemplo renovar las tuberías que por décadas existen con trazas de As) y luego la vendió empresa de Medellín. OJO el concentrado de Cu que acumula en el puerto tiene As,0
" @elespectador @WWFColombia @ONUMedioAmb Imagen del desastre ambiental de proporciones descomunales y sin precedente en LatinoAmerica, causado hoy por salvar #HidroituangoUnDesastre Obra nefasta de @EPM empresa con sede en Medellín Col, y peor aún con el silencio cómplice del gobierno pusilánime de Colombia",0
" Que ganas de coger.. mis cositas, pedir traslado en la empresa a la sede de medellin y largarme lejos de todos... adoptar una mascota que son las únicas que no traicionan y no dañan. no como esta gente",0
" En pleno bombardeo de Escobar,me toco ir a hacer un trabajo en Medellin,y como era de sistemas toco duramente la noche,en una noche cotamos 10 estallidos de bombas,la prensa nacional solo informó de 3 o 4. Imposible que sigan votando por los herederos del cartel; uribe y su banda",0
Cada que escucho medellin pienso en cuando cada quien hace una parte del trabajo en equipo y luego los unen al llegar a la escuela,0
Los pueblos tienen los gobernantes que se merecen. Espero no tengan que rogar para que la seguridad preventiva (ESMAD) llegue. Los policías que no necesita Medellin los vamos a necesitar en Bogota y Cali. ⁦@mindefensa⁩ ⁦@MinInterior⁩ ⁦@PoliciaColombia⁩,0
" Es no necesariamente es así, en Medellín se comunica bien la imagen del Alcalde, pero los indicadores demuestran que en aspectos tan importantes como la seguridad y el empleo, la ciudad va para atrás. La percepción positiva va disminuyendo",0
" ""La política de seguridad de @FicoGutierrez fracasó. Siguen los homicidios, los hurtos, el gota a gota, ninguna variable en Medellín está mejorando"". @JDValde #PrimerDebateMedellín",0
Es la misma historia/situación de la comuna 13 en Medellín. ¿Cómo se meten los cuerpos de seguridad del estado allí? La respuesta: ¡PLOMO PARA TODO EL MUNDO!,0
Estos viejitos han atracado 11 bancos en Medellín - via #MañanasX,0
" Venga @JERobledo y si usted critica el metro elevado de Medellín, porque apoya el Metro elevado en #Bogota, que hace en la campaña con Claudia, usted sabe que de coalición nada. Nuevamente su EGO lo deja mal parado. Usted mismo se contradice 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️",0
Peñalosa quiere replicar el modelo Transmilenio desde ya. ¿Por qué el metro de Bogotá no puede tener un operador público como el de Medellín?,0
" Yo empecé a oír a mi mamá desde finales de los 70 su rechazo por todo lo que tuviera que ver con la mafia. Hablaba de los ""marimberos"" y el fastidio que su estética, muy definida, le provocaba. Luego a tener su, casi fobia, por la cultura mafiosa que se gestaba en Medellín.",0
@QuinteroCalle Necesitamos el Medellín Arena. La cultura merece un espacio digno para la cultura.,0
" @lozano2992 @musictrendscol Si les parece tan mediocre para que lo siguen, para que van al concierto, para qué gastan internet en publicar estupideces, al menos es un artista que ha dejado huella mundial, tanto en el reggaetón como en los negocios, el arte, la cultura y la moda!! “Medellin en el Mapa”",0
" @CamiloB64151513 @HRuss_14 @Sssaenzzz @LDSoficial @SantaFe @lgars_Oficial @BarrasPor @pipe3dc @pipeospin @piojo1948 Hipocresía de que? Acá en el Atanasio ya han entrado hinchas de junior, Pereira, en todos los clásicos con los de Medellín, y ahora los de SantaFe. Es de cultura cosa que algunas barras de equipos como millonarios, américa y cali no conocen.",0
" @JuanStarving @Avianca @AeropuertoBAQ Jajajaja esos aeropuertos de la costa son una paila (pequeñitos, pocos asientos, y sin zonas de carga etc). Pero Ni hablemos de lo triste que tienen al José María Córdoba de Medellín (sucio, mala atención) realmente no refleja la cultura Paisa ese aeropuerto.",0
" @Melquisedec70 Y se atreven a decir: ""si Antioquia cambia, Colombia cambia"". En Medellín nunca he visto eso. Elemental cultura y ética ciudadana.",0
@jhonjacome Eso es verdad y más que Cúcuta está viviendo la cultura que vivió ciudades como Cali y Medellín en la décadas de los 80 y 90.,0
" #YoApoyoAQuintero por una vida libre de Uribismo, en Colombia y en Medellín ya no queremos más muertes ni más miseria. #UribeParacoHpta #UribeGolpista",0
" Cuando no son ellos, la mafia, quienes gobiernan, entonces piden revocatoria, con medios y periodistas serviles, le hacen la vida imposible. Pero no solo van por Medellín, quieren el Magdalena, C/Gena, Cali. El GEA está en Bogotá, a la Claudia por eso no la tocan. Dictadura Uribe",0
" Medellín será el nuevo campo de batalla gracias a las órdenes de Uribe? Lo bueno es que si pensaba recuperar la ciudad, ahora sólo puede ver cómo se le esfuma todo en la vida el malparido ese. Los amigos paisas deben alzar su voz y no permitir que los usen como carne de cañón.",0
" ME ENCANTA VER LLORAR MAMERTOS pero a este toca recordarle que los revocatorios están en la constitución y que de hecho y gracias a esos ""uribistas"" no se hizo el año pasado que era cuando tocaba, lo que le dio vida a la alcaldía de Quintero en Medellín en fin!",0
" Ve, se les advirtió, se les dijo, se les insinuó que uno no se puede alinear con los paolos y las paolas. Ahora están muy calladitos los demócratas de toda la vida. #UribeGolpista.",0
Solidaridad con el alcalde de Medellín @QuinteroCalle ante las recientes amenazas contra su vida y la arremetida de sectores radicales para recuperar a las malas lo que perdieron en elecciones.,0
" @petrogustavo @asiporlasbuenas Siga diciendo lo que quiera pero las personas ni en Medellín ni el resto del país le creen una palabra, usted es junto a Santos lo peor que ha parido el país, resentido, cínico, ególatra, ni siquiera a sabido administrar su vida con 6 hijos de 4 mujeres distintas, no incendie más",0
" Uno no escucha señales de vida de la procuradora cuando se trata de la violencia y el uso desproporcionado de la fuerza contra la población civil, pero resulta que si actua para garantizar la revocatoria del alcalde de Medellín. Prioridades.",0
@petrogustavo Mire señor hijueputa con Medellín monté metas haga con su vida un pollo váyase y mameselo.a.cepeda a maduro a las farc pero a.medellin se respeta usted no representa a nadie oyo,0
" @UltimaHoraCR Haber si entendí estamos en paro,con una dificil pandemia, tratando de salir adelante económicamente el alcalde de Medellín lo está haciendo bien el único crimen acabar con la corrupción y para esa gente es más importante recoger unas firmas que la vida de tantos colombianos????",0
En Medellín un hombre saca un arma y dispara a manifestantes. Se entrega a las autoridades y se le impone una multa de $240.000 por ser un arma de fogueo deportiva. Que poco vale la vida... Hombres de bien al fin y al cabo #ParoNacional17M #Colombia #ColombiaSOSDDHH,0
" @LuisFSuarezV @GobAntioquia @QuinteroCalle Que pico les importa Medellín, sigan jugando a la mesa de conversación mientras estos hampones acaban con todo. No tenemos derecho a movernos ni a trabajar porque los hampones si tienen derecho a jodernos la vida. Que sinvergüenzas son.",0
" En medio del #ParoNacional urge un frente de exigencias y demandas contra los lobos disfrazados de ovejas que gobiernan Medellín, Cali y Bogotá. Los ataques contra la vida democrática y los DDHH hoy también son responsabilidad de @ClaudiaLopez @JorgeIvanOspina @QuinteroCalle",0
@vidaperraome No hay derecho. Que impotencia tan HP. ¿Entonces a Quintero le vale huevo que acaben con Medellín? Ese tipo es la cosa más despreciable que he visto en mi vida. #QuinteroDestruyeAMedellin #NoMasParo #NoMasBloqueos #RevocatoriaDanielQuintero,0
" Mañana marcha la Minga en Medellín, la vida de los indigenas no corría tanto peligro desde que llegaron la Niña, la Pinta y la Santamaría.",0
" @DatosSantaFe @SantaFe Como es la vida, cuando Baldomero estaba en Santa Fe vivía su mejor momento futbolístico y no lo llamaron a la selección y ahora que juega mucho menos de lo que jugaba si lo convocan y todo porque ahora juega con el equipo verde de Medellín 🙄",0
" Me golpeaban mientras decían vago, terrorista Amenazan mi vida La gente Uribista del sector del hueco, en Medellin; creen que pueden tratar a todo el mundo, como quieren @ONUHumanRights @amnistia @personeriamed @MJDuzan @GustavoBolivar @DavidRacero @bbcmundo",0
" Lección de vida, viendo los casos de la médica que quería asesinar, la señora del zoológico de Cali,y la marca de gorras en Medellín, queda claro que las palabras y acciones dañan vidas ,destruyen personas,por eso antes de hablar,y actuar lo mejor es pensar.",0
@Tatawitti @santitrujillo8 @JulianRoman @chuckygarcia @petrogustavo @FranciaMarquezM Por favor respete a una de las bandas referentes del rock argentino El minimo de droga esta apoyado por Federico Gutiérrez y su secretario de seguridad enlace del reducto cartel de Medellín (oficina de envigado),0
" @IvonneMilenaGo @Eganbernal Mentirosa de 💩💩 Condenado en Diciembre 2018 por 2 años y 7 meses, Salio en Agosto de 2021. Asi es la IZMIERDA Mentirosa.",0
" #NarcotraFICO a los cabecillas de la estructura criminal ""oficina de envigado"" OFRECIÓ llamarlos ""Gestores de paz"" por medio del CONDENADO Gustavo Villegas secretario de seguridad, durante la alcaldía de Medellín, en supuesto sometimiento a la justicia, sin bendicion del gobierno",0
@EnriquePenalosa Se le olvidó mencionar que se alió con la oficina de Envigado para mejorar la seguridad de Medellín,0
Podemos decir entonces que el secretario de seguridad de la alcaldía de Medellín trabajaba para la oficina de Envigado y la cuenta de cobro la pagaba el alcalde FICO,0
El Gran Patriota..el mejor Presidente de la historia..que nos devolvió la libertad..seguridad..progreso etc no lo debe mencionar el Peor Alcalde de la historia de Medellin patrocinado por el peor hampón y criminal de la historia..Los que vivimos en esa época no comemos cuento.,0
" Pregunta: En el debate, está 100% seguro que la condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, no fue por concertar con La Oficina para delinquir, pero acá #FicoMiente, en caso de extradición para los duros del uribismo, la firmaría?",0
@MargaritaRepo Y cuantos perdería Narcotr-@FicoGutierrez con esto? La DEA solicitando investiguen las líneas teléfonicas del Secretario de Seguridad de Medellín y el diciendo que NO.👇👇,0
" @estoescambio ""La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir."" CAMBIO Más claro??? Federico miente de forma descarada!!!",0
" @elsemblante El que miente es Fico: La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
" @jarizabaletaf La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
" @EnriquePenalosa La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
" @RevistaSemana @MAndreaNieto El que miente es ⁦@FicoGutierrez⁩ La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
Mi nombre es Henry joany Cifuentes Ortíz el testigo que suministro los teléfonos contra Gustavo Villegas ex secretario de seguridad de Medellín. Les pido a las personas que me ayuden con lo que puedas para salvar mí vida Nequi 3176255235 @EpicuroDeSamos_,0
La sentencia judicial contra Villegas dice lo contrario. Villegas fue condenado mientras ostentaba el cargo de secretario de Seguridad de Medellín,0
" narcotráFICO sí mentía, la condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir. Explica @estoescambio #ElDebateDefinitivo",0
" Ve, qué buena pregunta para @FicoGutierrez, quien además, su socio en la alcaldía, el jefe de seguridad en Medellín, hoy se encuentra detenido por sus nexos con la oficina de marras!!! @petrogustavo 👇👇",0
" Anoche en el debate entre candidatos a la presidencia liderado por ⁦@RevistaSemana⁩ y ⁦@ELTIEMPO⁩, ⁦@FicoGutierrez⁩ mintió sobre la situación de su secretario de seguridad en alcaldía de Medellín. Y los moderadores mutis",0
" La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue procesado por alianzas ilegales con La Oficina de Envigado,por concertar para delinquir. #PetroNoMiente",0
Qué se le responde a quién tenía que liderar la seguridad de Medellin y tenia a uno de los socios de la oficina de envigado como líder de seguridad en la alcaldía?,0
" El que miente es Fico | Cambio Colombia via @estoescambio La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
" El que miente es ⁦@FicoGutierrez⁩ La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
" ""Durante los cuatros años de gobierno de Federico Gutiérrez en Medellín, intentó engañar a los ciudadanos con sus estrategias en seguridad (...)pero lo que no se sabía era que detrás de cada operativo estaba la Oficina de Envigado que realizaba el papel de la Policía Nacional ..""",0
" @QuinteroCalle @annanei2014 #Recomendado El que miente es Fico. La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
" @FicoGutierrez también miente. ""La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir."" @estoescambio #UribismoMentiroso",0
" La condena contra Gustavo Villegas, exsecretario de Seguridad de Medellín, sí fue por concertar con La Oficina para delinquir.",0
" Si Gustavo Villegas, secretario de seguridad de fico en la alcaldía de Medellín está preso por concierto para delinquir por sus nexos con ""La Oficina"" y abusar de la función pública y aún así lo defiende ¿Qué supone uno?",0
" Ayer en el debate @FicoGutierrez llamó mentiroso a @petrogustavo cuando este le recordó los problemas con la justicia de su secretario de seguridad socio de la oficina de Envigado y cercano al Clan del Golfo. Lo dijo sin sonrojarse, cínico profesional.",0
@dangeln @jarizabaletaf Mk yaaaa.. si pasa fico vamos a tener que apoyarlo y eso que su secretario de seguridad en Medellín estaba en la nomina de la oficina de envigado... Pilas que aburren al viejito y luego van a llorarle los votos si pasa Fico a segunda,0
" No se está igualando con galán al qué el cártel su cártel de Medellín mandó asesinar,sino con el dolor de las madres por el crimen de lesa humanidad cometido por el exconvicto qué del 2002_2010 asesinó #6402 jóvenes, qué no estaban cogiendo café,buscando trab",0
" @lafm @camivillamizar que mujer tan ramplona, en serio, Medellin merece mucho más que un puñado de jóvenes que se creen el ombligo del mundo, que se pasan ley por el ombligo. Si tan seguros se sienten de su reinado, porque no aceptan una revocatoria? Oír a Quintero y Villamizar aterra",0
" @alvertberrio @Sebas0932 @camivillamizar Vaya... Como es posible no ver que los fondos de entidades publicas que ayudan a los niños, jóvenes y adolescentes cada vez son menos financiadas, ¿y dices que no se roban la plata? A Medellín cada vez se le encuentra menos financiamiento en cosas que de verdad nos ayudan.",0
" Fajardo permitió lo de la comuna 13 en Medellín. Debería ser apoyado por los jóvenes pero no, prefieren los carritos para drogarse de Petro. La izquierda decente es Fajardo.",0
Los jóvenes de hoy no conocen la historia de Gustavo Petro por eso votan por el. Se equivocaron en Medellin eligiendo a Daniel Quintero y hoy Medallo es un desastre. Recapaciten y no vuelvan a meter la pata Petro no es la solución para Colombia. Voten por @FicoGutierrez,0
@DenunciasAntio2 @AlcaldiadeMed Que esto es un circo y que lo que deberían hacer es sacar toda esa manada de vagos y estupidos que trabajan en la alcaldía de Medellín y darle la oportunidad a nuevas ideas de jóvenes que están comprometidos por mejorar a Medellín y no estar haciendo populismos idolatras.,0
" @SaulHernandezB @javierTA11 No mi genocidas corruptos bandidos, abudineandose los recursos públicos ☝️ Fuera los asesinos de los 6402 jóvenes inocentes masacrados. VIVA GUSTAVO PWTRO PRESIDENTE. DANIEL QUINTERO ALCALDE DE MEDELLÍN, DE QUEDA☝️☝️fuera los despojadores corruptos 🐽🐽🐽🐖",0
" @QuinteroCalle Estos son los transparentes, dizque los jóvenes son el cambio, la corrupción no es de género ni de edades, es de principios y eso en el pacto de @petrogustavo @FranciaMarquezM @ISAZULETA @SusanaBoreal poco se ve..https://t.co/ecCNBiyPLh",0
" Los jóvenes se dejaron engañar y q por el cambio independiente. Cambió de corruptos peores. Quieren acabar Antioquia y a Medellin Hidro Ituango, EPM...",0
" @cicr07 @juan_heshusius @elcolombiano a ese payaso se le olvida que es servidor público, a la Medellín de antaño, entregada a un poco de jóvenes burócratas e ignorantes.",0
" @anamarqr Otro granuja utilizando el viejo truco de los ""jóvenes"". Estoy mamado de estos hps rateros. Me disculpas Ana por las palabras pero nunca había visto a Medellín más podrida que bajo esta generación de banididitos.",0
" @santiagoangelp @QuinteroCalle No se como pudieron los paisas permitir que un puñado de culicagaos que no son de Antioquia, se hayan tomado la ciudad de Medellín y la convirtieran la administración en una cueva de bandidos.Vergüenza da viento unos jóvenes chillando y amenazando a las autoridades legítimas",0
" @tobonsanin No sea ignorante, ud lo que es, es un resentido, vendido que como no le dieron parte de la mermelada a la que está acostumbrado entonces ahora disque pobres jóvenes....cuantos contratos universitarios te robaste en antioquia y Medellín....",0
#Petro1roFico3ro Los empresarios están asustados porque quieren vivir sin pagar impuestos. En Medellín pagan a unos jóvenes para que vayan de calle en calle a hablar mal de Petro.,0
" @estebanrestre @independienteco @camivillamizar @AndreeUribeM @Karen_delgadom Jóvenes esto no es por no garantizarles sus derechos políticos, es por garantizar el bien general, que es Medellín. Aquí ya no los quieren ni a @QuinteroCalle ni a su partido, uds se desprestigiaron solitos. La voluntad del pueblo es que uds, salgan de la Alcaldía. Dejen el show.",0
